ts,o,h,l,c,v
2025-12-17T15:12:00Z,210.37,210.70,210.19,210.63,1137
2025-12-17T15:13:00Z,210.63,210.65,210.44,210.57,31053
2025-12-17T15:14:00Z,210.57,210.65,210.35,210.44,28664
2025-12-17T15:15:00Z,210.44,210.83,210.40,210.71,6376
2025-12-17T15:16:00Z,210.71,211.15,210.64,210.96,43233
2025-12-17T15:17:00Z,210.96,211.05,210.78,210.78,5837
2025-12-17T15:18:00Z,210.78,210.84,210.52,210.64,45352
2025-12-17T15:19:00Z,210.64,210.79,210.18,210.29,1464
2025-12-17T15:20:00Z,210.29,210.68,210.20,210.56,45689
2025-12-17T15:21:00Z,210.56,210.74,210.33,210.43,43254
2025-12-17T15:22:00Z,210.43,210.50,210.26,210.47,26754
2025-12-17T15:23:00Z,210.47,210.61,209.94,210.08,42935
2025-12-17T15:24:00Z,210.08,210.63,210.04,210.44,47768
2025-12-17T15:25:00Z,210.44,210.50,209.88,210.07,9136
2025-12-17T15:26:00Z,210.07,210.49,210.06,210.29,14740
2025-12-17T15:27:00Z,210.29,210.47,210.02,210.16,43979
2025-12-17T15:28:00Z,210.16,210.34,210.14,210.20,18962
2025-12-17T15:29:00Z,210.20,210.52,210.16,210.43,15495
2025-12-17T15:30:00Z,210.43,210.43,210.08,210.21,35565
2025-12-17T15:31:00Z,210.21,210.35,209.73,209.84,2434
2025-12-17T15:32:00Z,209.84,209.94,209.65,209.88,24628
2025-12-17T15:33:00Z,209.88,210.42,209.87,210.35,40769
2025-12-17T15:34:00Z,210.35,210.41,210.01,210.05,5154
2025-12-17T15:35:00Z,210.05,210.12,209.59,209.70,44687
2025-12-17T15:36:00Z,209.70,209.82,209.13,209.32,4734
2025-12-17T15:37:00Z,209.32,209.48,208.90,209.06,47405
2025-12-17T15:38:00Z,209.06,209.06,208.68,208.82,39589
2025-12-17T15:39:00Z,208.82,209.06,208.64,209.04,40973
2025-12-17T15:40:00Z,209.04,209.15,208.81,208.85,16766
2025-12-17T15:41:00Z,208.85,209.42,208.71,209.27,25629
2025-12-17T15:42:00Z,209.27,209.28,208.91,208.99,47103
2025-12-17T15:43:00Z,208.99,209.08,208.70,208.78,26610
2025-12-17T15:44:00Z,208.78,209.14,208.74,209.09,2275
2025-12-17T15:45:00Z,209.09,209.42,208.97,209.28,1836
2025-12-17T15:46:00Z,209.28,209.33,209.06,209.13,24439
2025-12-17T15:47:00Z,209.13,209.64,208.97,209.63,17000
2025-12-17T15:48:00Z,209.63,210.00,209.51,209.87,28735
2025-12-17T15:49:00Z,209.87,209.97,209.38,209.56,44090
2025-12-17T15:50:00Z,209.56,209.67,209.00,209.11,7639
2025-12-17T15:51:00Z,209.11,209.45,208.99,209.28,37707
2025-12-17T15:52:00Z,209.28,209.43,209.08,209.12,26087
2025-12-17T15:53:00Z,209.12,209.14,208.52,208.72,30328
2025-12-17T15:54:00Z,208.72,209.06,208.64,209.02,41801
2025-12-17T15:55:00Z,209.02,209.08,208.74,208.93,18640
2025-12-17T15:56:00Z,208.93,208.98,208.46,208.51,17017
2025-12-17T15:57:00Z,208.51,208.69,208.02,208.16,45440
2025-12-17T15:58:00Z,208.16,208.38,208.08,208.23,6461
2025-12-17T15:59:00Z,208.23,208.33,208.18,208.31,15628
2025-12-17T16:00:00Z,208.31,208.53,208.27,208.44,35620
2025-12-17T16:01:00Z,208.44,208.63,208.06,208.26,12326
2025-12-17T16:02:00Z,208.26,208.69,208.15,208.55,3270
2025-12-17T16:03:00Z,208.55,208.60,208.24,208.30,9866
2025-12-17T16:04:00Z,208.30,208.45,207.93,208.06,21055
2025-12-17T16:05:00Z,208.06,208.14,207.91,207.91,21718
2025-12-17T16:06:00Z,207.91,208.44,207.72,208.38,7614
2025-12-17T16:07:00Z,208.38,208.99,208.20,208.80,27970
2025-12-17T16:08:00Z,208.80,209.20,208.68,209.20,42614
2025-12-17T16:09:00Z,209.20,209.71,209.02,209.65,39531
2025-12-17T16:10:00Z,209.65,209.75,209.41,209.55,26305
2025-12-17T16:11:00Z,209.55,210.09,209.37,209.99,49862
2025-12-17T16:12:00Z,209.99,210.12,209.81,209.89,40959
2025-12-17T16:13:00Z,209.89,210.19,209.87,210.09,49696
2025-12-17T16:14:00Z,210.09,210.23,209.75,209.80,43887
2025-12-17T16:15:00Z,209.80,209.85,209.20,209.34,29979
2025-12-17T16:16:00Z,209.34,209.60,209.17,209.58,12407
2025-12-17T16:17:00Z,209.58,209.63,209.21,209.31,46058
2025-12-17T16:18:00Z,209.31,209.44,209.17,209.33,46736
2025-12-17T16:19:00Z,209.33,209.48,208.98,209.07,46705
2025-12-17T16:20:00Z,209.07,209.23,208.97,209.04,30248
2025-12-17T16:21:00Z,209.04,209.20,208.93,209.01,19018
2025-12-17T16:22:00Z,209.01,209.42,208.99,209.29,40384
2025-12-17T16:23:00Z,209.29,209.45,209.17,209.43,4997
2025-12-17T16:24:00Z,209.43,209.44,209.12,209.19,44247
2025-12-17T16:25:00Z,209.19,209.27,208.71,208.82,1128
2025-12-17T16:26:00Z,208.82,208.94,208.53,208.69,29471
2025-12-17T16:27:00Z,208.69,208.86,208.09,208.24,4170
2025-12-17T16:28:00Z,208.24,208.37,207.63,207.83,12026
2025-12-17T16:29:00Z,207.83,207.97,207.64,207.68,1958
2025-12-17T16:30:00Z,207.68,207.83,207.52,207.61,23802
2025-12-17T16:31:00Z,207.61,207.80,207.05,207.16,3749
2025-12-17T16:32:00Z,207.16,207.58,207.15,207.55,12132
2025-12-17T16:33:00Z,207.55,208.12,207.45,208.04,28025
2025-12-17T16:34:00Z,208.04,208.06,207.76,207.93,16132
2025-12-17T16:35:00Z,207.93,207.97,207.52,207.57,32091
2025-12-17T16:36:00Z,207.57,207.72,207.49,207.50,46177
2025-12-17T16:37:00Z,207.50,207.69,207.39,207.63,31854
2025-12-17T16:38:00Z,207.63,207.68,207.42,207.49,21223
2025-12-17T16:39:00Z,207.49,207.52,207.41,207.50,4896
2025-12-17T16:40:00Z,207.50,207.78,207.44,207.72,47217
2025-12-17T16:41:00Z,207.72,208.16,207.64,208.02,12362
2025-12-17T16:42:00Z,208.02,208.57,207.95,208.42,35858
2025-12-17T16:43:00Z,208.42,208.48,207.83,207.99,40971
2025-12-17T16:44:00Z,207.99,208.07,207.63,207.82,37515
2025-12-17T16:45:00Z,207.82,208.15,207.73,208.06,1377
2025-12-17T16:46:00Z,208.06,208.33,207.94,208.15,12448
2025-12-17T16:47:00Z,208.15,208.24,207.83,207.87,4702
2025-12-17T16:48:00Z,207.87,208.04,207.73,207.74,47634
2025-12-17T16:49:00Z,207.74,208.23,207.67,208.11,27032
2025-12-17T16:50:00Z,208.11,208.23,207.94,208.23,49608
2025-12-17T16:51:00Z,208.23,208.38,208.03,208.06,13329
2025-12-17T16:52:00Z,208.06,208.35,207.90,208.31,32422
2025-12-17T16:53:00Z,208.31,208.40,207.87,208.07,34526
2025-12-17T16:54:00Z,208.07,208.24,207.72,207.85,16141
2025-12-17T16:55:00Z,207.85,207.86,207.78,207.79,10095
2025-12-17T16:56:00Z,207.79,207.95,207.58,207.66,44141
2025-12-17T16:57:00Z,207.66,207.72,207.11,207.31,4389
2025-12-17T16:58:00Z,207.31,207.48,206.97,207.09,25586
2025-12-17T16:59:00Z,207.09,207.11,206.94,207.02,19742
2025-12-17T17:00:00Z,207.02,207.41,206.86,207.38,1031
2025-12-17T17:01:00Z,207.38,207.42,206.91,206.95,20085
2025-12-17T17:02:00Z,206.95,207.35,206.86,207.26,31766
2025-12-17T17:03:00Z,207.26,207.44,207.23,207.29,27254
2025-12-17T17:04:00Z,207.29,207.43,206.80,206.98,5755
2025-12-17T17:05:00Z,206.98,207.36,206.87,207.34,5084
2025-12-17T17:06:00Z,207.34,207.54,207.33,207.41,39140
2025-12-17T17:07:00Z,207.41,207.93,207.38,207.76,6569
2025-12-17T17:08:00Z,207.76,207.93,207.58,207.73,38255
2025-12-17T17:09:00Z,207.73,208.09,207.65,207.92,14370
2025-12-17T17:10:00Z,207.92,208.21,207.83,208.20,46904
2025-12-17T17:11:00Z,208.20,208.30,207.66,207.83,20441
2025-12-17T17:12:00Z,207.83,208.27,207.73,208.24,27570
2025-12-17T17:13:00Z,208.24,208.77,208.11,208.68,18293
2025-12-17T17:14:00Z,208.68,209.23,208.62,209.12,27866
2025-12-17T17:15:00Z,209.12,209.23,208.64,208.70,42013
2025-12-17T17:16:00Z,208.70,208.74,208.30,208.48,4720
2025-12-17T17:17:00Z,208.48,208.86,208.37,208.83,21508
2025-12-17T17:18:00Z,208.83,209.30,208.83,209.24,11965
2025-12-17T17:19:00Z,209.24,209.43,209.19,209.33,4579
2025-12-17T17:20:00Z,209.33,209.39,209.20,209.25,35044
2025-12-17T17:21:00Z,209.25,209.35,209.00,209.13,45372
2025-12-17T17:22:00Z,209.13,209.41,209.10,209.24,3487
2025-12-17T17:23:00Z,209.24,209.39,208.95,208.96,4885
2025-12-17T17:24:00Z,208.96,208.98,208.55,208.59,18805
2025-12-17T17:25:00Z,208.59,208.64,208.38,208.55,40395
2025-12-17T17:26:00Z,208.55,208.70,207.98,208.08,34261
2025-12-17T17:27:00Z,208.08,208.55,207.91,208.55,20426
2025-12-17T17:28:00Z,208.55,208.96,208.41,208.90,23447
2025-12-17T17:29:00Z,208.90,209.28,208.79,209.09,20642
2025-12-17T17:30:00Z,209.09,209.18,208.91,209.05,7846
2025-12-17T17:31:00Z,209.05,209.12,208.72,208.92,26958
2025-12-17T17:32:00Z,208.92,209.04,208.65,208.80,44028
2025-12-17T17:33:00Z,208.80,209.21,208.61,209.11,9429
2025-12-17T17:34:00Z,209.11,209.30,208.94,209.19,13896
2025-12-17T17:35:00Z,209.19,209.57,209.12,209.42,28827
2025-12-17T17:36:00Z,209.42,209.74,209.26,209.63,42421
2025-12-17T17:37:00Z,209.63,209.84,209.58,209.81,36802
2025-12-17T17:38:00Z,209.81,210.18,209.74,210.12,16543
2025-12-17T17:39:00Z,210.12,210.13,210.00,210.06,47404
2025-12-17T17:40:00Z,210.06,210.12,209.44,209.61,15440
2025-12-17T17:41:00Z,209.61,210.18,209.41,210.04,3644
2025-12-17T17:42:00Z,210.04,210.61,209.99,210.48,46997
2025-12-17T17:43:00Z,210.48,210.53,209.98,210.12,24075
2025-12-17T17:44:00Z,210.12,210.35,210.02,210.34,10517
2025-12-17T17:45:00Z,210.34,210.46,210.18,210.25,23614
2025-12-17T17:46:00Z,210.25,210.32,209.64,209.78,2959
2025-12-17T17:47:00Z,209.78,209.99,209.63,209.83,46896
2025-12-17T17:48:00Z,209.83,209.91,209.58,209.62,19119
2025-12-17T17:49:00Z,209.62,209.73,209.43,209.69,12579
2025-12-17T17:50:00Z,209.69,209.90,209.61,209.88,36712
2025-12-17T17:51:00Z,209.88,210.07,209.28,209.42,44347
2025-12-17T17:52:00Z,209.42,209.91,209.24,209.81,22086
2025-12-17T17:53:00Z,209.81,209.84,209.59,209.75,8773
2025-12-17T17:54:00Z,209.75,209.92,209.30,209.49,8194
2025-12-17T17:55:00Z,209.49,209.70,209.36,209.58,42623
2025-12-17T17:56:00Z,209.58,209.63,209.16,209.18,12679
2025-12-17T17:57:00Z,209.18,209.72,209.01,209.54,27827
2025-12-17T17:58:00Z,209.54,209.73,209.12,209.14,25755
2025-12-17T17:59:00Z,209.14,209.17,208.69,208.75,16375
2025-12-17T18:00:00Z,208.75,209.06,208.72,209.05,37165
2025-12-17T18:01:00Z,209.05,209.19,208.77,208.92,6638
2025-12-17T18:02:00Z,208.92,209.01,208.46,208.47,27490
2025-12-17T18:03:00Z,208.47,208.67,208.43,208.53,28184
2025-12-17T18:04:00Z,208.53,208.70,207.95,208.12,19208
2025-12-17T18:05:00Z,208.12,208.38,208.10,208.32,47987
2025-12-17T18:06:00Z,208.32,208.50,207.74,207.86,10691
2025-12-17T18:07:00Z,207.86,208.00,207.70,207.95,35980
2025-12-17T18:08:00Z,207.95,208.01,207.69,207.87,37679
2025-12-17T18:09:00Z,207.87,208.23,207.76,208.10,32738
2025-12-17T18:10:00Z,208.10,208.32,207.98,208.31,16540
2025-12-17T18:11:00Z,208.31,208.83,208.19,208.79,30152
2025-12-17T18:12:00Z,208.79,208.86,208.32,208.37,38330
2025-12-17T18:13:00Z,208.37,208.95,208.27,208.79,48494
2025-12-17T18:14:00Z,208.79,208.87,208.73,208.86,36060
2025-12-17T18:15:00Z,208.86,208.87,208.75,208.77,3500
2025-12-17T18:16:00Z,208.77,208.79,208.45,208.62,1001
2025-12-17T18:17:00Z,208.62,208.75,208.35,208.39,44148
2025-12-17T18:18:00Z,208.39,208.63,208.29,208.61,5477
2025-12-17T18:19:00Z,208.61,208.82,208.42,208.78,20087
2025-12-17T18:20:00Z,208.78,208.93,208.73,208.80,41057
2025-12-17T18:21:00Z,208.80,209.15,208.73,209.01,38448
2025-12-17T18:22:00Z,209.01,209.29,208.94,209.28,28882
2025-12-17T18:23:00Z,209.28,209.47,209.15,209.36,33528
2025-12-17T18:24:00Z,209.36,209.49,208.79,208.98,8750
2025-12-17T18:25:00Z,208.98,209.11,208.81,208.96,1606
2025-12-17T18:26:00Z,208.96,209.14,208.52,208.53,38993
2025-12-17T18:27:00Z,208.53,208.71,208.33,208.44,26349
2025-12-17T18:28:00Z,208.44,208.85,208.32,208.82,12755
2025-12-17T18:29:00Z,208.82,208.96,208.61,208.68,20599
2025-12-17T18:30:00Z,208.68,208.80,208.48,208.66,1996
2025-12-17T18:31:00Z,208.66,208.76,208.38,208.50,10458
2025-12-17T18:32:00Z,208.50,208.58,208.25,208.39,21071
2025-12-17T18:33:00Z,208.39,208.44,208.12,208.32,23357
2025-12-17T18:34:00Z,208.32,208.53,208.29,208.35,13352
2025-12-17T18:35:00Z,208.35,208.49,207.87,208.06,4617
2025-12-17T18:36:00Z,208.06,208.26,207.98,208.18,32754
2025-12-17T18:37:00Z,208.18,208.38,208.11,208.34,28815
2025-12-17T18:38:00Z,208.34,208.45,208.15,208.41,15918
2025-12-17T18:39:00Z,208.41,208.51,208.04,208.22,39450
2025-12-17T18:40:00Z,208.22,208.33,207.72,207.88,17494
2025-12-17T18:41:00Z,207.88,207.96,207.48,207.50,8193
2025-12-17T18:42:00Z,207.50,207.50,207.25,207.42,32910
2025-12-17T18:43:00Z,207.42,208.02,207.29,207.86,19245
2025-12-17T18:44:00Z,207.86,207.96,207.72,207.73,3599
2025-12-17T18:45:00Z,207.73,208.03,207.63,207.86,35211
2025-12-17T18:46:00Z,207.86,208.14,207.76,208.12,16089
2025-12-17T18:47:00Z,208.12,208.30,207.84,207.99,7127
2025-12-17T18:48:00Z,207.99,208.18,207.86,207.94,49447
2025-12-17T18:49:00Z,207.94,208.25,207.90,208.14,5204
2025-12-17T18:50:00Z,208.14,208.41,207.95,208.36,34349
2025-12-17T18:51:00Z,208.36,208.42,207.94,208.08,42582
2025-12-17T18:52:00Z,208.08,208.24,207.86,207.95,3862
2025-12-17T18:53:00Z,207.95,208.15,207.41,207.59,20484
2025-12-17T18:54:00Z,207.59,207.77,207.41,207.49,45572
2025-12-17T18:55:00Z,207.49,207.49,206.83,207.00,29159
2025-12-17T18:56:00Z,207.00,207.19,206.49,206.61,6593
2025-12-17T18:57:00Z,206.61,207.02,206.44,206.84,22242
2025-12-17T18:58:00Z,206.84,207.03,206.62,206.65,26768
2025-12-17T18:59:00Z,206.65,206.82,206.21,206.35,44916
2025-12-17T19:00:00Z,206.35,206.48,206.34,206.39,22516
2025-12-17T19:01:00Z,206.39,206.91,206.29,206.71,20529
2025-12-17T19:02:00Z,206.71,206.83,206.52,206.57,19742
2025-12-17T19:03:00Z,206.57,206.75,206.43,206.48,38692
2025-12-17T19:04:00Z,206.48,206.62,205.96,206.07,5907
2025-12-17T19:05:00Z,206.07,206.24,205.81,205.94,42728
2025-12-17T19:06:00Z,205.94,206.10,205.90,205.95,39246
2025-12-17T19:07:00Z,205.95,205.96,205.64,205.83,9150
2025-12-17T19:08:00Z,205.83,205.91,205.70,205.83,15195
2025-12-17T19:09:00Z,205.83,206.25,205.69,206.17,34597
2025-12-17T19:10:00Z,206.17,206.55,206.12,206.49,22819
2025-12-17T19:11:00Z,206.49,206.65,206.20,206.21,6902
2025-12-17T19:12:00Z,206.21,206.28,205.99,206.05,12570
2025-12-17T19:13:00Z,206.05,206.08,205.77,205.93,15440
2025-12-17T19:14:00Z,205.93,206.11,205.63,205.78,7249
2025-12-17T19:15:00Z,205.78,206.03,205.70,205.87,16507
2025-12-17T19:16:00Z,205.87,205.94,205.62,205.78,27668
2025-12-17T19:17:00Z,205.78,205.95,205.60,205.72,3349
2025-12-17T19:18:00Z,205.72,205.89,205.18,205.30,32188
2025-12-17T19:19:00Z,205.30,205.31,205.06,205.08,35426
2025-12-17T19:20:00Z,205.08,205.65,204.91,205.51,3375
2025-12-17T19:21:00Z,205.51,205.91,205.36,205.87,30670
2025-12-17T19:22:00Z,205.87,206.48,205.73,206.32,47867
2025-12-17T19:23:00Z,206.32,206.45,206.11,206.27,37939
2025-12-17T19:24:00Z,206.27,206.59,206.21,206.47,28175
2025-12-17T19:25:00Z,206.47,206.73,206.29,206.69,22533
2025-12-17T19:26:00Z,206.69,206.83,206.48,206.49,20448
2025-12-17T19:27:00Z,206.49,206.76,206.34,206.60,46672
2025-12-17T19:28:00Z,206.60,206.69,206.03,206.20,11765
2025-12-17T19:29:00Z,206.20,206.50,206.05,206.41,9804
2025-12-17T19:30:00Z,206.41,206.77,206.26,206.63,28890
2025-12-17T19:31:00Z,206.63,206.97,206.45,206.86,21937
2025-12-17T19:32:00Z,206.86,206.96,206.69,206.91,15962
2025-12-17T19:33:00Z,206.91,207.31,206.76,207.17,22077
2025-12-17T19:34:00Z,207.17,207.22,206.78,206.91,13908
2025-12-17T19:35:00Z,206.91,206.95,206.38,206.49,25184
2025-12-17T19:36:00Z,206.49,206.67,206.13,206.22,2415
2025-12-17T19:37:00Z,206.22,206.42,206.04,206.29,9920
2025-12-17T19:38:00Z,206.29,206.46,206.10,206.22,29172
2025-12-17T19:39:00Z,206.22,206.31,205.84,205.91,37210
2025-12-17T19:40:00Z,205.91,206.28,205.71,206.15,14907
2025-12-17T19:41:00Z,206.15,206.33,205.80,205.85,43482
2025-12-17T19:42:00Z,205.85,206.55,205.84,206.35,45982
2025-12-17T19:43:00Z,206.35,206.49,206.27,206.47,42283
2025-12-17T19:44:00Z,206.47,206.67,205.94,206.12,42832
2025-12-17T19:45:00Z,206.12,206.55,206.07,206.54,39140
2025-12-17T19:46:00Z,206.54,206.65,206.19,206.23,43501
2025-12-17T19:47:00Z,206.23,206.66,206.10,206.63,49469
2025-12-17T19:48:00Z,206.63,206.67,206.30,206.49,40368
2025-12-17T19:49:00Z,206.49,206.50,206.09,206.17,14549
2025-12-17T19:50:00Z,206.17,206.20,205.94,206.12,10561
2025-12-17T19:51:00Z,206.12,206.29,205.84,205.97,21441
2025-12-17T19:52:00Z,205.97,206.03,205.71,205.90,12788
2025-12-17T19:53:00Z,205.90,205.91,205.71,205.79,14730
2025-12-17T19:54:00Z,205.79,205.89,205.37,205.45,9540
2025-12-17T19:55:00Z,205.45,205.45,204.99,205.09,14639
2025-12-17T19:56:00Z,205.09,205.65,205.07,205.59,28770
2025-12-17T19:57:00Z,205.59,205.73,205.36,205.41,17687
2025-12-17T19:58:00Z,205.41,205.94,205.29,205.81,38961
2025-12-17T19:59:00Z,205.81,206.19,205.70,206.02,31408
2025-12-17T20:00:00Z,206.02,206.11,205.77,205.87,1460
2025-12-17T20:01:00Z,205.87,206.31,205.87,206.11,37727
2025-12-17T20:02:00Z,206.11,206.21,205.67,205.67,21501
2025-12-17T20:03:00Z,205.67,205.86,205.62,205.78,34810
2025-12-17T20:04:00Z,205.78,205.88,205.59,205.74,17737
2025-12-17T20:05:00Z,205.74,205.89,205.66,205.68,14842
2025-12-17T20:06:00Z,205.68,206.02,205.66,205.85,6523
2025-12-17T20:07:00Z,205.85,206.03,205.49,205.68,3989
2025-12-17T20:08:00Z,205.68,205.83,205.13,205.20,13205
2025-12-17T20:09:00Z,205.20,205.40,205.02,205.06,32746
2025-12-17T20:10:00Z,205.06,205.36,205.00,205.20,35541
2025-12-17T20:11:00Z,205.20,205.29,204.79,204.80,9345
2025-12-17T20:12:00Z,204.80,205.19,204.75,205.17,46757
2025-12-17T20:13:00Z,205.17,205.46,205.12,205.33,28189
2025-12-17T20:14:00Z,205.33,205.35,205.03,205.05,9588
2025-12-17T20:15:00Z,205.05,205.13,204.85,204.89,37070
2025-12-17T20:16:00Z,204.89,205.32,204.80,205.14,33557
2025-12-17T20:17:00Z,205.14,205.41,205.06,205.40,31222
2025-12-17T20:18:00Z,205.40,205.50,205.39,205.44,34261
2025-12-17T20:19:00Z,205.44,205.60,204.84,205.02,11122
2025-12-17T20:20:00Z,205.02,205.13,204.52,204.58,4764
2025-12-17T20:21:00Z,204.58,204.62,204.28,204.36,20098
2025-12-17T20:22:00Z,204.36,204.42,203.88,203.98,46265
2025-12-17T20:23:00Z,203.98,204.00,203.49,203.62,5967
2025-12-17T20:24:00Z,203.62,204.21,203.50,204.06,34076
2025-12-17T20:25:00Z,204.06,204.20,203.52,203.57,29496
2025-12-17T20:26:00Z,203.57,203.74,203.47,203.73,5580
2025-12-17T20:27:00Z,203.73,203.74,203.59,203.66,30583
2025-12-17T20:28:00Z,203.66,203.73,203.18,203.36,9072
2025-12-17T20:29:00Z,203.36,203.87,203.23,203.82,12630
2025-12-17T20:30:00Z,203.82,203.88,203.25,203.36,16303
2025-12-17T20:31:00Z,203.36,203.76,203.24,203.62,39271
2025-12-17T20:32:00Z,203.62,203.78,203.48,203.52,12101
2025-12-17T20:33:00Z,203.52,203.57,203.30,203.31,39975
2025-12-17T20:34:00Z,203.31,203.38,203.18,203.28,3969
2025-12-17T20:35:00Z,203.28,203.37,202.78,202.89,43598
2025-12-17T20:36:00Z,202.89,203.20,202.77,203.09,44056
2025-12-17T20:37:00Z,203.09,203.23,203.00,203.03,21687
2025-12-17T20:38:00Z,203.03,203.22,202.96,203.07,37057
2025-12-17T20:39:00Z,203.07,203.14,202.88,202.91,32014
2025-12-17T20:40:00Z,202.91,203.29,202.81,203.10,2487
2025-12-17T20:41:00Z,203.10,203.27,202.85,202.94,16225
2025-12-17T20:42:00Z,202.94,202.99,202.76,202.87,43144
2025-12-17T20:43:00Z,202.87,203.27,202.80,203.11,42249
2025-12-17T20:44:00Z,203.11,203.19,202.66,202.71,45176
2025-12-17T20:45:00Z,202.71,202.83,202.35,202.36,18936
2025-12-17T20:46:00Z,202.36,202.65,202.18,202.47,34420
2025-12-17T20:47:00Z,202.47,202.59,201.98,202.13,37544
2025-12-17T20:48:00Z,202.13,202.21,201.97,202.05,34842
2025-12-17T20:49:00Z,202.05,202.05,201.78,201.84,29457
2025-12-17T20:50:00Z,201.84,202.30,201.67,202.26,1392
2025-12-17T20:51:00Z,202.26,202.55,202.25,202.35,21122
2025-12-17T20:52:00Z,202.35,202.39,202.20,202.26,9563
2025-12-17T20:53:00Z,202.26,202.67,202.20,202.50,7193
2025-12-17T20:54:00Z,202.50,202.52,202.43,202.45,20119
2025-12-17T20:55:00Z,202.45,202.70,202.39,202.55,9294
2025-12-17T20:56:00Z,202.55,203.01,202.42,202.98,46398
2025-12-17T20:57:00Z,202.98,203.11,202.51,202.58,8596
2025-12-17T20:58:00Z,202.58,202.64,202.45,202.64,45937
2025-12-17T20:59:00Z,202.64,202.77,202.13,202.15,4557
2025-12-18T14:30:00Z,202.15,202.20,202.04,202.12,1812
2025-12-18T14:31:00Z,202.12,202.25,201.47,201.64,9070
2025-12-18T14:32:00Z,201.64,202.21,201.58,202.14,36339
2025-12-18T14:33:00Z,202.14,202.69,202.01,202.57,1560
2025-12-18T14:34:00Z,202.57,202.73,202.23,202.28,22304
2025-12-18T14:35:00Z,202.28,202.45,202.11,202.26,14117
2025-12-18T14:36:00Z,202.26,202.70,202.20,202.66,38814
2025-12-18T14:37:00Z,202.66,202.81,202.50,202.56,24770
2025-12-18T14:38:00Z,202.56,202.77,202.42,202.63,15566
2025-12-18T14:39:00Z,202.63,202.99,202.61,202.87,40385
2025-12-18T14:40:00Z,202.87,202.90,202.55,202.56,47871
2025-12-18T14:41:00Z,202.56,203.11,202.49,203.05,1678
2025-12-18T14:42:00Z,203.05,203.10,202.61,202.71,33960
2025-12-18T14:43:00Z,202.71,202.84,202.51,202.83,15890
2025-12-18T14:44:00Z,202.83,203.05,202.70,202.88,30323
2025-12-18T14:45:00Z,202.88,203.35,202.74,203.33,38095
2025-12-18T14:46:00Z,203.33,203.60,203.17,203.41,20221
2025-12-18T14:47:00Z,203.41,203.71,203.24,203.71,47397
2025-12-18T14:48:00Z,203.71,204.31,203.70,204.16,26913
2025-12-18T14:49:00Z,204.16,204.34,204.06,204.13,16844
2025-12-18T14:50:00Z,204.13,204.28,203.62,203.67,23112
2025-12-18T14:51:00Z,203.67,203.67,203.11,203.25,7781
2025-12-18T14:52:00Z,203.25,203.35,203.23,203.28,32925
2025-12-18T14:53:00Z,203.28,203.39,202.72,202.85,41734
2025-12-18T14:54:00Z,202.85,202.87,202.46,202.51,7626
2025-12-18T14:55:00Z,202.51,203.12,202.32,202.94,39621
2025-12-18T14:56:00Z,202.94,202.99,202.38,202.53,5734
2025-12-18T14:57:00Z,202.53,202.96,202.40,202.85,33686
2025-12-18T14:58:00Z,202.85,203.02,202.76,202.99,11601
2025-12-18T14:59:00Z,202.99,203.17,202.35,202.51,27629
2025-12-18T15:00:00Z,202.51,202.96,202.48,202.84,43281
2025-12-18T15:01:00Z,202.84,203.04,202.77,202.99,42673
2025-12-18T15:02:00Z,202.99,203.11,202.59,202.63,25951
2025-12-18T15:03:00Z,202.63,203.12,202.50,203.07,1209
2025-12-18T15:04:00Z,203.07,203.08,202.79,202.98,14407
2025-12-18T15:05:00Z,202.98,203.12,202.66,202.78,34722
2025-12-18T15:06:00Z,202.78,202.96,202.45,202.64,1341
2025-12-18T15:07:00Z,202.64,202.79,202.49,202.51,35271
2025-12-18T15:08:00Z,202.51,203.07,202.42,202.90,14304
2025-12-18T15:09:00Z,202.90,203.05,202.43,202.44,41893
2025-12-18T15:10:00Z,202.44,202.72,202.30,202.67,42445
2025-12-18T15:11:00Z,202.67,203.14,202.63,203.08,39586
2025-12-18T15:12:00Z,203.08,203.32,202.98,203.16,22007
2025-12-18T15:13:00Z,203.16,203.29,202.55,202.74,8191
2025-12-18T15:14:00Z,202.74,203.04,202.65,203.01,30064
2025-12-18T15:15:00Z,203.01,203.19,202.70,202.84,19478
2025-12-18T15:16:00Z,202.84,203.00,202.48,202.63,41758
2025-12-18T15:17:00Z,202.63,202.73,202.19,202.38,27638
2025-12-18T15:18:00Z,202.38,202.61,202.24,202.53,30891
2025-12-18T15:19:00Z,202.53,202.90,202.35,202.88,15486
2025-12-18T15:20:00Z,202.88,203.17,202.69,203.13,15793
2025-12-18T15:21:00Z,203.13,203.24,202.67,202.75,31533
2025-12-18T15:22:00Z,202.75,202.89,202.52,202.62,23630
2025-12-18T15:23:00Z,202.62,203.08,202.58,203.06,43616
2025-12-18T15:24:00Z,203.06,203.25,202.90,203.22,45833
2025-12-18T15:25:00Z,203.22,203.62,203.20,203.60,26608
2025-12-18T15:26:00Z,203.60,203.83,203.45,203.64,15716
2025-12-18T15:27:00Z,203.64,203.88,203.62,203.70,49585
2025-12-18T15:28:00Z,203.70,204.33,203.59,204.19,2846
2025-12-18T15:29:00Z,204.19,204.21,204.05,204.08,38236
2025-12-18T15:30:00Z,204.08,204.12,203.84,203.86,7730
2025-12-18T15:31:00Z,203.86,203.94,203.69,203.79,1559
2025-12-18T15:32:00Z,203.79,203.88,203.40,203.43,24180
